	AB1	AB1.1	AB1.2	AB1.3	AB1.4	AB1.5	AB2	AB2.1	AB2.2	AB2.3	AB2.4	AB2.5	AB3	AB3.1	AB3.2	AB3.3	AB3.4	Fe1	Fe1.1	Fe1.2	Fe1.3	Fe1.4	Fe1.5	Fe2	Fe2.1	Fe2.2	fe2	Fe2.3	Fe2.4	Fe3	Fe3.1	Fe3.2	Fe3.3	Fe3.4	Fe3.5	NL1	NL1.1	NL1.2	NL1.3	NL2	NL2.1	NL2.2	NL2.3	NL3	NL3.1	NL3.2	NL3.3	NL4	NL4.1	NL4.2	NL4.3	NL4.4	NL4.5	NL5	NL5.1	NL5.2	NL5.3	NL5.4	NL5.5	NL6	NL6.1	NL6.2	NL6.3	NL6.4	NL6.5	S1	S1.1	S1.2	S1.3	S1.4	S1.5	S2	S2.1	S2.2	S2.3	S2.4	S2.5	S3	S3.1	S3.2	S3.3	S3.4	S3.5
ASV_1312	0	0	0	0	3	0	0	2	5	2	2	1	0	0	1	0	1	0	0	9	3	11	8	0	9	10	4	2	2	0	1	2	0	1	3	0	1	0	4	0	2	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	1	0	4	3	2	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1
ASV_1313	0	4	6	0	7	0	0	0	1	4	0	11	0	0	2	1	1	0	0	0	5	2	4	0	0	0	0	1	0	1	1	1	0	3	2	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	8	3	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	9	1	13	0	0	0	0	0	8
ASV_1314	0	31	30	0	8	15	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	6	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1315	0	1	3	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	8	1	0	0	53	3	0	0	0	7	7	0	6	0	1	0	0	1	0	0	6	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
ASV_1316	0	0	1	0	0	1	1	1	3	0	2	0	0	0	1	0	0	10	3	2	0	1	0	0	2	0	0	5	6	1	2	1	1	0	0	0	0	1	0	0	0	3	0	2	4	0	0	0	2	25	1	1	2	1	1	0	0	1	0	1	1	0	5	5	1	0	0	1	1	0	1	0	0	4	1	1	1	2	0	1	0	0	0
ASV_1317	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ASV_1318	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	1	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1319	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	4	68	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	7	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1320	2	1	1	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	7	1	2	1	0	0	18	0	0	0	0	0	1	0	0	1	0	1	51	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ASV_1321	5	10	10	0	1	3	0	0	3	0	3	0	0	0	3	0	1	0	0	9	8	4	5	0	1	0	0	2	1	8	0	0	1	0	0	0	10	1	1	1	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	6	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	3	1	1	0	0	0
ASV_1322	0	19	32	0	16	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	1	3	1	8	1	7	1	2	0	1
ASV_1323	0	0	1	0	1	5	0	0	1	0	0	4	0	1	1	0	6	0	0	0	0	0	0	0	11	9	4	5	7	0	0	0	0	0	0	0	1	0	2	0	1	3	1	0	4	2	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	10	5	0	2	1	1	0	1	0	8	4	3	0	0
ASV_1324	3	0	1	0	0	0	9	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	2	0	0	10	1	1	0	1	0	14	0	0	0	0	0	2	0	0	0	1	1	42	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1325	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	66	2	1	0	0	4	4	0	4	0	0	1	1	0	0	0	4	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	1	0	0	1	1
ASV_1326	7	5	2	0	0	0	0	0	0	0	39	6	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	4	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	2	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0
ASV_1327	0	11	3	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	1	0	0	3	0	1	1	0	0	2	0	0	5	1	0	0	8	1	0	0	31	4	0	0	0	0	1	0	4	2	1	1	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1328	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	12	1	9	0	6	21	41	9	5
ASV_1329	0	3	5	0	6	4	0	0	0	9	0	2	0	0	0	4	2	0	6	8	8	3	4	0	5	0	3	0	0	0	5	12	5	2	3	0	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0
ASV_1330	0	0	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0	12	20	1	3	2	0	0	0	6	14	0	0	2	3	0	6	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	7	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_1331	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	47	0	0	0	0	0	9	0	0	1	0	4	12	0	0	1	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1332	2	0	1	0	0	0	13	0	2	0	0	0	0	0	0	0	1	3	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	7	1	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	0	1	16	17	3	12	6	2
ASV_1333	0	4	11	0	3	1	0	0	3	4	0	3	0	0	4	4	1	0	0	0	4	1	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	1	3	0	0	1	1	0	0	3	1	0	0	0	3	4	1	0	0	0	4	4	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	3	7	1	10	0	0	0	0	1	8
ASV_1334	0	0	1	0	1	2	0	0	8	5	3	26	1	1	0	1	4	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	4	0	0	0	0	0	0	1	3	7	15	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	2	5	3	0	0	0	0	0	5	0	0	0	2	0	0
ASV_1335	1	0	0	0	0	1	0	0	0	38	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	4	4	0	11	0	0	2	0	8	4	0	2	0	0	13	4	0	0	4	0	1
ASV_1336	8	6	1	0	0	4	3	1	0	0	0	0	1	1	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0	2	2	0	0	0	2	3	0	0	0	2	0	0	0	0	2	0	1	1	5	2	1	1	1	9	2	2	0	0	2	6	0	0	0	6	0	2	1	0	0	2	0	0	4	0	2	0	1	2	10	1	1	1	1
ASV_1337	0	0	2	0	0	0	0	3	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	1	55	3	1	0	0	8	4	0	5	0	0	0	0	1	0	2	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_1338	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	3	8	6	0	11	5	4	14	42	0	0	1	1	7	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1339	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	4	2	1	58	3	0	0	1	0	2	3	2	0	3	6	2	0	0
ASV_1340	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	27	3	2	2	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	3	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_1341	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	6	0	0	1	51	0	0	0	0	10	11	0	5	0	0	1	0	0	0	2	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
ASV_1342	0	2	6	0	1	1	0	0	1	9	0	4	0	0	1	1	0	0	0	3	6	4	2	0	0	0	0	0	1	0	1	1	0	2	3	0	0	1	1	0	0	2	2	0	0	2	0	0	0	0	1	3	1	0	0	0	5	6	4	0	0	0	0	1	0	0	0	2	1	0	1	0	0	2	3	0	10	0	0	0	0	1	11
ASV_1343	0	0	4	0	0	9	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1344	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1	27	2	5	0	0
ASV_1345	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	4	0	6	4	2	10	35	0	1	2	1	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1347	14	9	4	0	3	2	11	6	0	6	0	3	2	0	2	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	1	2	0	3	0	1	1	0	0	1	0	0	0	2	3	3	0	2	0	2	0	0	0	1	0	3	1	0	1	1	0	2	0	1	0	0	0	0	1	0	0	0	2	3	2	0	0	0	2
ASV_1348	1	2	2	0	1	0	1	2	1	2	0	2	5	1	2	2	2	2	3	1	0	0	1	0	0	1	2	0	1	0	1	3	3	3	2	0	0	0	0	0	1	0	0	0	3	1	1	7	2	3	1	0	0	5	1	3	0	0	2	1	0	1	1	2	4	0	1	0	0	1	4	1	0	0	0	0	0	0	0	5	7	0	1
ASV_1349	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	15	11	1	0	1	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	1	0	3	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	2	0	0	1	3	1	5	24	10	1	5	1	0	1	2	0	0
ASV_1350	0	2	10	0	2	1	0	0	0	3	0	3	0	3	2	1	1	0	0	2	2	0	2	0	2	1	1	1	6	0	0	2	0	1	3	0	0	0	2	0	0	0	2	0	3	3	3	0	2	0	0	1	1	0	0	0	7	1	1	3	1	0	0	0	0	0	1	0	0	1	4	0	1	2	2	1	1	0	7	3	1	1	2
ASV_1351	0	2	1	0	0	1	4	3	0	1	0	0	5	0	1	0	3	0	1	1	1	2	1	1	1	0	3	0	1	0	2	2	2	2	1	1	0	0	0	0	0	0	0	2	3	3	1	5	1	0	0	1	0	5	0	3	0	1	1	1	0	2	0	1	4	1	1	0	2	2	1	3	1	3	2	1	1	0	1	4	6	2	0
ASV_1352	0	0	0	0	0	0	1	0	0	41	0	1	6	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	2	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	2	0	6	0	0	10	0	0	0	0	2	0	7	0	9	2	0	0	0	0
ASV_1353	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	2	3	0	9	7	0	11	19	0	0	1	2	26	18	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_1354	4	0	2	0	0	0	3	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	6	0	1	1	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	6	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	46	0	0	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0
ASV_1355	0	6	4	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	5	3	0	0	5	0	3	0	1	0	1	0	0	4	0	0	2	5	1	1	1	16	6	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1356	0	1	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	2	2	0	8	0	5	3	0	1	0	1	0	1	0	0	0	2	0	1	0	0	2	0	3	3	0	8	0	6	6	1	7	4	2	0	3	2	0	2	2	1	5	0	10	0	1
ASV_1357	0	0	3	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	4	0	2	0	1	0	0	0	0	2	2	0	19	0	1	0	0	15	0	2	0	0	0	0	0	1	2	0	16	22	0	0
ASV_1358	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	2	2	0	3	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	5	1	0	1	0	0	20	16	5	12	5	2
ASV_1359	0	0	0	0	0	0	0	0	5	5	3	7	0	4	1	0	1	0	1	3	0	2	7	0	3	0	3	1	9	0	0	0	0	2	13	0	0	0	1	0	3	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	2	0	3	0	0	0	0	0	0	0	1	0	2	9	5	0	0	0	2	0	0	0	1	1	1	1	0
ASV_1360	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	1	8	0	2	7	0	15	29	0	0	0	2	14	17	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ASV_1361	1	0	0	0	2	0	0	0	1	1	0	0	1	0	1	0	0	5	5	2	4	6	0	2	2	1	1	2	0	2	4	5	9	6	1	0	1	0	1	0	1	1	0	0	3	2	0	6	0	1	0	2	0	1	0	3	1	0	1	1	1	2	0	2	0	1	1	0	3	0	0	0	1	0	2	1	0	1	1	1	0	0	0
ASV_1362	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	5	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	9	0	9	0	1	2	0	2	6	5	29	0	1	2	12	0	0
ASV_1363	0	2	4	0	4	3	0	14	7	1	0	6	0	2	2	0	1	1	0	1	0	1	1	0	0	1	1	2	0	7	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	2	2	1	3	3	0	1	0	0	0	1	7	6	0	1	0	0
ASV_1364	0	7	2	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	3	1	0	0	2	0	0	0	0	1	2	0	0	4	1	0	4	5	1	0	0	20	6	0	0	0	0	0	1	1	9	4	3	1	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1365	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1366	12	12	3	0	0	0	51	5	10	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1367	1	0	2	0	3	1	1	2	1	0	0	0	6	1	3	0	4	4	0	1	3	1	2	0	1	0	0	1	1	0	1	2	1	3	1	0	0	0	1	0	2	1	1	0	1	3	0	7	0	3	0	0	0	4	0	3	5	0	0	2	0	0	1	2	2	1	1	0	2	1	1	4	0	0	0	1	0	0	0	2	5	1	0
ASV_1368	2	0	0	0	0	0	0	0	2	1	0	0	3	0	1	1	0	4	6	7	2	4	1	0	1	2	3	1	1	1	2	2	12	3	2	0	0	0	0	0	0	1	0	0	1	2	0	3	0	1	1	1	0	0	1	2	1	0	1	1	2	5	1	1	0	4	1	0	3	0	1	0	0	0	0	0	1	0	0	0	3	1	1
ASV_1369	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	5	2	2	5	24	0	0	1	1	18	26	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ASV_1370	0	0	0	0	2	0	0	0	0	2	1	0	2	0	0	3	0	6	2	4	5	3	1	0	0	0	7	3	2	0	2	1	13	2	0	1	0	0	0	0	1	0	0	1	3	0	0	3	0	2	0	2	1	2	0	1	1	1	1	0	0	4	0	1	0	2	1	0	2	1	2	0	0	1	0	0	1	0	0	2	2	2	2
ASV_1371	0	0	0	0	0	0	3	0	1	0	0	0	12	2	0	0	0	1	1	0	0	0	1	0	0	5	1	0	0	0	0	0	0	2	1	0	1	0	1	0	2	2	0	2	0	1	1	6	0	0	0	4	0	0	0	0	2	1	0	0	6	0	0	11	0	2	2	2	13	6	0	0	0	2	0	3	0	0	2	0	2	0	0
ASV_1372	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	63	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1373	4	1	1	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	8	0	2	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	43	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1
ASV_1374	2	1	1	0	0	0	3	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	9	2	2	0	0	2	8	0	0	0	0	0	0	0	1	0	1	2	53	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1375	0	6	2	0	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	3	2	0	0	5	1	2	0	0	0	2	1	0	5	1	0	0	5	2	0	0	22	8	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1376	0	12	2	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	2	0	2	1	1	0	0	0	2	0	0	3	0	0	0	6	5	0	0	15	7	0	0	0	0	0	0	2	1	4	0	0	0	1	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1377	0	4	12	0	6	0	0	0	1	5	0	5	0	0	4	1	2	0	0	2	2	2	2	0	0	0	0	1	1	0	0	0	0	4	1	0	0	1	0	0	0	0	1	0	0	3	1	0	0	0	1	3	0	0	0	0	5	2	3	0	0	0	0	2	0	0	0	1	1	2	0	0	1	1	8	1	4	0	0	0	0	0	7
ASV_1378	0	0	1	0	1	0	0	18	4	3	1	3	1	1	2	0	3	0	0	2	1	1	2	0	1	3	1	3	1	7	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	5	1	1	1	8	1	1	1	0	0	1	5	6	1	2	1	0
ASV_1379	1	1	2	0	0	1	2	2	0	1	0	0	2	0	0	0	2	1	4	1	2	0	0	3	0	0	1	0	0	0	4	0	3	4	1	1	0	2	0	1	6	0	0	1	0	2	0	3	0	0	0	1	0	2	0	3	1	0	0	1	0	3	1	5	5	1	1	0	0	2	3	1	0	0	0	1	0	1	3	2	10	1	0
ASV_1380	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	6	0	0	0	44	2	1	0	0	6	7	0	12	0	0	0	1	0	0	1	3	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0
ASV_1381	0	0	0	0	1	2	0	0	9	7	4	28	0	0	0	2	8	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	3	1	1	5	8	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	5	0	0	0	2	0	3	0	0	0	0	0	1
ASV_1382	0	0	0	0	0	2	2	0	0	59	0	0	1	0	1	0	1	0	1	1	1	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0	11	1	2	0	0	0	0
ASV_1383	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	9	5	1	7	4	2	1	1	3	4	3	2	0	4	1	6	4	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	2	0	1	0	0	1	8	1	0	5	1	2	0	3	0	0	3	2	0	1	0	0	0	0	0	0	0	1	0	2	0	2	1	0
ASV_1384	0	0	0	0	0	0	0	0	1	2	0	5	0	0	0	0	0	0	0	0	0	2	6	0	5	9	4	15	39	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	45	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_1386	2	0	7	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	2	13	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	8	0	1	1	0	31	1	0	0	1	0	6	0	0	0	6	0	0	0	0
ASV_1387	0	0	0	0	0	12	0	0	1	0	0	8	0	0	0	0	10	0	0	0	0	0	0	0	7	4	0	4	9	0	0	0	0	0	1	0	2	0	0	0	0	2	1	0	4	2	0	0	2	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	1	5	1	0	2	0	0	0	2	1	4	1	5	0	0
ASV_1388	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	1	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	2	0	1	27	0	0	2	1	9	0	0	0	0	4	0	3	0	0	0	0	6	0	0
ASV_1389	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	6	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	2	6	0	0	0	0	0	16	0	0	1	0	0	1	1	1	5	1	23	13	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0
